,words,ids,urls,messages
10,the,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
11,GSQL101,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
12,course,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
13,to,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
14,get,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
15,a,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
16,primer,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
17,on,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
18,what,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
19,accumulators,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
20,are,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
21,and,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
22,how,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
23,they,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
24,work.,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
25,It,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
26,is,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
27,one,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
28,of,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
29,TG's,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
30,super-powers!,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
31,`CREATE,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
32,QUERY,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
33,Member_Count_Active_CAGs(String,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
34,Client_name),1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
35,FOR,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
36,GRAPH,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
37,CAG_Contract_Graph{`,1800,https://community.tigergraph.com/t/how-to-sum-over-a-vertexs-attribute/630,"It will look a little like the following. I recommend the GSQL101 course to get a primer on what accumulators are and how they work. It is one of TG's super-powers!  `CREATE QUERY Member_Count_Active_CAGs(String Client_name) FOR GRAPH CAG_Contract_Graph{`      SumAccum <INT> @@sum_CAGS;      #Begin by initializing the set of all contracts     pp = {CAG.*};      #Get the number of specific type of CAG for a given client     pp = SELECT p     FROM pp:p      WHERE p.Search_Company == Client_name and p.Active_or_InActive == “Active”     POST-ACCUM @@sum_CAGS += p.Mbr_count;      PRINT ""Total Member Count of Active CAGs for "" + Client_name+ "" is "" + to_string(@@sum_CAGS);     PRINT @@sum_CAGS;     }"
