,words,ids,urls,messages
13,estimation,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
14,method,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
15,get,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
16,count,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
17,vertices,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
18,remote,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
19,nodes,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
20,method,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
21,issues,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
22,earlier,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
23,versions,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
24,true,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
25,count,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
26,available,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
27,ran,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
28,count,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
29,query,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
30,distributed,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
31,mode,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
32,-,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
33,collects,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
34,actual,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
35,counts,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
36,every,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
37,node,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
38,presents,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
39,true,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
40,count,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
41,user.,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
42,<,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
43,br,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
44,>,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
45,another,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
46,issue,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
47,overflow,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
48,internal,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
49,kafka,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
50,data,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
51,pushed,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
52,lost,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
53,written,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
54,disk,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
55,300k,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
56,problem,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
57,debug,1816,https://community.tigergraph.com/t/data-loading-issue/633,I have experienced this in earlier versions where data was actually loaded but the counts on graphstudio are wrong. Graphstudio and non-distributed queries use an estimation method to get a count of vertices on remote nodes; this method had issues in earlier versions. The true count was only available when we ran count query in a distributed mode - which collects actual counts from every node and presents the true count to the user.<br>There was another issue with overflow in the internal kafka where data was pushed but lost before it was written to disk. But 300K should not be a problem. Just to debug you may start with 100K and check if you get consistent result. Putting my 2 cents here hope it helps
